canonId,batchId,appProfileId,nameFa,nameEn,category,readinessStatus,workstream,priorityScore
IFKB-CANON-00078,IRANIAN-BATCH-07,iranian-panir,پنیر,White cheese,dairy_beverage,legacy_estimate,review_legacy_estimate,45
IFKB-CANON-00092,IRANIAN-BATCH-08,iranian-fallback-ifkb-canon-00092,واویشکا,Vavishka meat and tomato sauté,stew,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00104,IRANIAN-BATCH-08,iranian-fallback-ifkb-canon-00104,آبگوشت بزباش,Bozbash abgoosht,soup,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00116,IRANIAN-BATCH-08,iranian-fallback-ifkb-canon-00116,تنورچه,Balochi tanoorcheh roasted meat,street_food,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00128,IRANIAN-BATCH-08,iranian-fallback-ifkb-canon-00128,دمی گوجه,Tomato rice,rice,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00140,IRANIAN-BATCH-08,iranian-fallback-ifkb-canon-00140,زیره پلو,Cumin rice,rice,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00152,IRANIAN-BATCH-08,iranian-fallback-ifkb-canon-00152,کباب سلطانی,Soltani kebab,kebab,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00164,IRANIAN-BATCH-08,iranian-fallback-ifkb-canon-00164,آش عباسعلی,Ash Abbasali,soup,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00176,IRANIAN-BATCH-08,iranian-fallback-ifkb-canon-00176,شوربا,Shorba soup,soup,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00188,IRANIAN-BATCH-08,iranian-fallback-ifkb-canon-00188,کوفته برنجی,Rice koofteh,street_food,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00200,IRANIAN-BATCH-08,iranian-fallback-ifkb-canon-00200,زیتون پرورده,Zeytoon parvardeh,street_food,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00212,IRANIAN-BATCH-08,iranian-fallback-ifkb-canon-00212,خورش ماست,Isfahani yogurt stew dessert,dessert,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00232,IRANIAN-BATCH-08,iranian-fallback-ifkb-canon-00232,کیک یزدی,Yazdi cupcake,dessert,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00244,IRANIAN-BATCH-08,iranian-fallback-ifkb-canon-00244,سمنو,Samanu wheat pudding,dessert,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00091,IRANIAN-BATCH-08,iranian-fallback-ifkb-canon-00091,سیر واویج,Sir vavij garlic egg dish,breakfast,ds0_broad_fallback,acquire_sources_and_recipe_profile,120
IFKB-CANON-00259,IRANIAN-BATCH-08,iranian-fallback-ifkb-canon-00259,شربت بیدمشک,Bidmeshk cordial,dairy_beverage,ds0_broad_fallback,acquire_sources_and_recipe_profile,120
IFKB-CANON-00007,IRANIAN-BATCH-08,iranian-khoresh-bademjan,خورش بادمجان,Persian eggplant stew,stew,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00021,IRANIAN-BATCH-08,iranian-baghali-polo-mahicheh,باقالی‌پلو با ماهیچه,Fava bean rice with lamb shank,rice,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00034,IRANIAN-BATCH-08,iranian-ash-anar,آش انار,Pomegranate soup,soup,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00054,IRANIAN-BATCH-08,iranian-mirza-ghasemi,میرزاقاسمی,Mirza ghasemi,street_food,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00070,IRANIAN-BATCH-08,iranian-halva,حلوا,Persian halva,dessert,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00062,IRANIAN-BATCH-08,iranian-lavash,نان لواش,Lavash bread,bread,legacy_estimate,review_legacy_estimate,55
IFKB-CANON-00081,IRANIAN-BATCH-08,iranian-shir,شیر,Milk,dairy_beverage,legacy_estimate,review_legacy_estimate,45
IFKB-CANON-00093,IRANIAN-BATCH-09,iranian-fallback-ifkb-canon-00093,مرغ ناردونی,Pomegranate chicken,stew,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00105,IRANIAN-BATCH-09,iranian-fallback-ifkb-canon-00105,آبگوشت کشک,Kashk abgoosht,soup,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00117,IRANIAN-BATCH-09,iranian-fallback-ifkb-canon-00117,تباهگ,Tabahag dried meat dish,street_food,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00129,IRANIAN-BATCH-09,iranian-fallback-ifkb-canon-00129,دمپختک باقالی,Fava bean dampokhtak,rice,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00141,IRANIAN-BATCH-09,iranian-fallback-ifkb-canon-00141,مانی پلو,Mani polo,rice,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00153,IRANIAN-BATCH-09,iranian-fallback-ifkb-canon-00153,کباب وزیری,Vaziri kebab,kebab,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00165,IRANIAN-BATCH-09,iranian-fallback-ifkb-canon-00165,آش ترخینه,Tarkhineh ash,soup,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00177,IRANIAN-BATCH-09,iranian-fallback-ifkb-canon-00177,آب دوغ خیار,Ab doogh khiar,soup,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00189,IRANIAN-BATCH-09,iranian-fallback-ifkb-canon-00189,کوفته هلو,Shirazi koofteh holoo,street_food,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00201,IRANIAN-BATCH-09,iranian-fallback-ifkb-canon-00201,سالاد شیرازی,Shirazi salad,street_food,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00213,IRANIAN-BATCH-09,iranian-fallback-ifkb-canon-00213,یخمه ترش,Yakhmeh torsh,stew,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00233,IRANIAN-BATCH-09,iranian-fallback-ifkb-canon-00233,لوز بیدمشک,Bidmeshk loz,dessert,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00245,IRANIAN-BATCH-09,iranian-fallback-ifkb-canon-00245,دیگچه,Mashhadi digcheh rice dessert,dessert,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00216,IRANIAN-BATCH-09,iranian-fallback-ifkb-canon-00216,کلانه,Kalaneh herb flatbread,bread,ds0_broad_fallback,acquire_sources_and_recipe_profile,120
IFKB-CANON-00260,IRANIAN-BATCH-09,iranian-fallback-ifkb-canon-00260,چای زعفرانی,Saffron tea,dairy_beverage,ds0_broad_fallback,acquire_sources_and_recipe_profile,120
IFKB-CANON-00009,IRANIAN-BATCH-09,iranian-gheimeh-bademjan,قیمه بادمجان,Gheimeh eggplant stew,stew,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00022,IRANIAN-BATCH-09,iranian-jegar-kebab,جگر,Grilled liver skewer,kebab,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00035,IRANIAN-BATCH-09,iranian-ash-reshteh,آش رشته,Ash reshteh,soup,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00055,IRANIAN-BATCH-09,iranian-french-fries,سیب‌زمینی سرخ‌کرده,French fries,street_food,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00071,IRANIAN-BATCH-09,iranian-sholeh-zard,شله زرد,Saffron rice pudding,dessert,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00063,IRANIAN-BATCH-09,iranian-taftoon,نان تافتون,Taftoon bread,bread,legacy_estimate,review_legacy_estimate,55
IFKB-CANON-00082,IRANIAN-BATCH-09,iranian-sharbat-ablimoo,شربت آبلیمو,Lemonade syrup drink,dairy_beverage,legacy_estimate,review_legacy_estimate,45
IFKB-CANON-00094,IRANIAN-BATCH-10,iranian-fallback-ifkb-canon-00094,خورش هویج تبریزی,Tabrizi carrot stew,stew,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00106,IRANIAN-BATCH-10,iranian-fallback-ifkb-canon-00106,آبگوشت زیره,Kermani cumin abgoosht,soup,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00118,IRANIAN-BATCH-10,iranian-fallback-ifkb-canon-00118,دوغ‌پا,Dough pa yogurt meat dish,stew,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00130,IRANIAN-BATCH-10,iranian-fallback-ifkb-canon-00130,عدس پلو با کشمش و گوشت,Lentil rice with raisins and meat,rice,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00142,IRANIAN-BATCH-10,iranian-fallback-ifkb-canon-00142,ته‌چین گرمساری,Garmsari tahchin,rice,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00154,IRANIAN-BATCH-10,iranian-fallback-ifkb-canon-00154,کباب لقمه,Loghmeh kebab,kebab,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00166,IRANIAN-BATCH-10,iranian-fallback-ifkb-canon-00166,آش ماست,Yogurt ash,soup,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00178,IRANIAN-BATCH-10,iranian-fallback-ifkb-canon-00178,اشکنه کشک,Kashk eshkeneh,soup,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00190,IRANIAN-BATCH-10,iranian-fallback-ifkb-canon-00190,قیمه ریزه,Isfahani gheimeh rizeh,street_food,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00202,IRANIAN-BATCH-10,iranian-fallback-ifkb-canon-00202,ماست و خیار,Yogurt and cucumber,street_food,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00214,IRANIAN-BATCH-10,iranian-fallback-ifkb-canon-00214,جغور بغور,Jaghur baghur offal sauté,street_food,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00234,IRANIAN-BATCH-10,iranian-fallback-ifkb-canon-00234,لوز نارگیل,Coconut loz,dessert,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00246,IRANIAN-BATCH-10,iranian-fallback-ifkb-canon-00246,حلوای هویج,Carrot halva,dessert,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00219,IRANIAN-BATCH-10,iranian-fallback-ifkb-canon-00219,نان شیرمال,Shirmal bread,bread,ds0_broad_fallback,acquire_sources_and_recipe_profile,120
IFKB-CANON-00261,IRANIAN-BATCH-10,iranian-fallback-ifkb-canon-00261,قهوه یزدی,Yazdi spiced coffee,dairy_beverage,ds0_broad_fallback,acquire_sources_and_recipe_profile,120
IFKB-CANON-00011,IRANIAN-BATCH-10,iranian-tahdig-potato,ته‌دیگ سیب‌زمینی,Potato tahdig,rice,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00023,IRANIAN-BATCH-10,iranian-joojeh-kebab,جوجه کباب,Joojeh kebab,kebab,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00036,IRANIAN-BATCH-10,iranian-haleem,حلیم,Halim wheat porridge,soup,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00056,IRANIAN-BATCH-10,iranian-kashk-bademjan,کشک بادمجان,Kashk bademjan,street_food,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00072,IRANIAN-BATCH-10,iranian-noon-khamei,نان خامه‌ای,Cream puff,dessert,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00064,IRANIAN-BATCH-10,iranian-sangak,نان سنگک,Sangak bread,bread,legacy_estimate,review_legacy_estimate,55
IFKB-CANON-00095,IRANIAN-BATCH-11,iranian-fallback-ifkb-canon-00095,پیچاق قیمه,Pichagh gheimeh almond stew,stew,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00107,IRANIAN-BATCH-11,iranian-fallback-ifkb-canon-00107,آبگوشت قنبید,Qom kohlrabi abgoosht,soup,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00119,IRANIAN-BATCH-11,iranian-fallback-ifkb-canon-00119,قیمه نثار,Gheimeh nesar,rice,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00131,IRANIAN-BATCH-11,iranian-fallback-ifkb-canon-00131,استانبولی با گوشت,Estamboli rice with meat,rice,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00143,IRANIAN-BATCH-11,iranian-fallback-ifkb-canon-00143,ساطری پلو,Sateri polo,rice,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00155,IRANIAN-BATCH-11,iranian-fallback-ifkb-canon-00155,جوجه ترش,Sour chicken kebab,kebab,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00167,IRANIAN-BATCH-11,iranian-fallback-ifkb-canon-00167,آش کشک,Kashk ash,soup,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00179,IRANIAN-BATCH-11,iranian-fallback-ifkb-canon-00179,اشکنه گوجه,Tomato eshkeneh,soup,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00191,IRANIAN-BATCH-11,iranian-fallback-ifkb-canon-00191,سرگنجشکی,Sargonjishki meatballs,street_food,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00203,IRANIAN-BATCH-11,iranian-fallback-ifkb-canon-00203,ماست موسیر,Yogurt with shallot,street_food,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00215,IRANIAN-BATCH-11,iranian-fallback-ifkb-canon-00215,دویماج,Doymaj bread cheese snack,street_food,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00235,IRANIAN-BATCH-11,iranian-fallback-ifkb-canon-00235,کلوچه فومن,Fuman cookie,dessert,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00247,IRANIAN-BATCH-11,iranian-fallback-ifkb-canon-00247,حلوای خرما,Date halva,dessert,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00220,IRANIAN-BATCH-11,iranian-fallback-ifkb-canon-00220,نان روغنی,Oily enriched bread,bread,ds0_broad_fallback,acquire_sources_and_recipe_profile,120
IFKB-CANON-00008,IRANIAN-BATCH-11,iranian-ghormeh-sabzi,قورمه‌سبزی,Ghormeh sabzi,stew,ds2_consensus_blocked,finish_ds2_normalization,105
IFKB-CANON-00012,IRANIAN-BATCH-11,iranian-chelo-sefid,چلو سفید,Plain Persian rice,rice,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00024,IRANIAN-BATCH-11,iranian-kebab-barg,کباب برگ,Kebab barg,kebab,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00037,IRANIAN-BATCH-11,iranian-abgoosht,آبگوشت,Abgoosht / dizi,soup,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00057,IRANIAN-BATCH-11,iranian-hamburger,همبرگر,Hamburger,street_food,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00073,IRANIAN-BATCH-11,iranian-faloodeh,فالوده شیرازی,Shirazi faloodeh,dessert,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00065,IRANIAN-BATCH-11,iranian-barbari,نان بربری,Barbari bread,bread,legacy_estimate,review_legacy_estimate,55
IFKB-CANON-00096,IRANIAN-BATCH-12,iranian-fallback-ifkb-canon-00096,خورش خلال,Kermanshahi almond sliver stew,stew,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00108,IRANIAN-BATCH-12,iranian-fallback-ifkb-canon-00108,دیزی سنگی,Stone-pot dizi,soup,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00120,IRANIAN-BATCH-12,iranian-fallback-ifkb-canon-00120,کلم پلو شیرازی,Shirazi cabbage rice,rice,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00132,IRANIAN-BATCH-12,iranian-fallback-ifkb-canon-00132,چکدرمه,Chekdirmeh Turkmen rice,rice,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00144,IRANIAN-BATCH-12,iranian-fallback-ifkb-canon-00144,سیب پلو,Kermanshahi potato rice,rice,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00156,IRANIAN-BATCH-12,iranian-fallback-ifkb-canon-00156,کباب ماهی,Grilled fish kebab,kebab,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00168,IRANIAN-BATCH-12,iranian-fallback-ifkb-canon-00168,آش گندم,Wheat ash,soup,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00180,IRANIAN-BATCH-12,iranian-fallback-ifkb-canon-00180,سوپ شیر,Milk soup,soup,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00192,IRANIAN-BATCH-12,iranian-fallback-ifkb-canon-00192,دلمه فلفل دلمه‌ای,Stuffed bell pepper,street_food,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00204,IRANIAN-BATCH-12,iranian-fallback-ifkb-canon-00204,ترشی لیته,Liteh mixed pickle,street_food,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00217,IRANIAN-BATCH-12,iranian-fallback-ifkb-canon-00217,قروتو,Qorootu kashk dish,stew,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00236,IRANIAN-BATCH-12,iranian-fallback-ifkb-canon-00236,رشته خوشکار,Reshteh khoshkar,dessert,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00248,IRANIAN-BATCH-12,iranian-fallback-ifkb-canon-00248,یوخه,Yokheh thin pastry,dessert,ds0_broad_fallback,acquire_sources_and_recipe_profile,130
IFKB-CANON-00221,IRANIAN-BATCH-12,iranian-fallback-ifkb-canon-00221,نان ساجی,Saj bread,bread,ds0_broad_fallback,acquire_sources_and_recipe_profile,120
IFKB-CANON-00010,IRANIAN-BATCH-12,iranian-fesenjan,فسنجان,Fesenjan walnut pomegranate stew,stew,ds2_consensus_blocked,finish_ds2_normalization,105
IFKB-CANON-00013,IRANIAN-BATCH-12,iranian-sabzi-polo,سبزی پلو,Persian herb rice,rice,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00025,IRANIAN-BATCH-12,iranian-chenjeh,چنجه,Chenjej kebab,kebab,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00046,IRANIAN-BATCH-12,iranian-kuku-sabzi,کوکو سبزی,Kuku sabzi,street_food,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00058,IRANIAN-BATCH-12,iranian-sausage-sandwich,ساندویچ سوسیس,Sausage sandwich,street_food,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00074,IRANIAN-BATCH-12,iranian-ranginak,رنگینک,Ranginak date dessert,dessert,legacy_estimate,review_legacy_estimate,65
IFKB-CANON-00075,IRANIAN-BATCH-12,iranian-zoolbia-bamieh,زولبیا و بامیه,Zoolbia and bamieh,dessert,legacy_estimate,review_legacy_estimate,55
